"foreignworker";"status";"credithistory";"purpose";"savings";"employmentsince";"otherdebtors";"property";"otherinstallments";"housing";"job";"phone";"duration";"creditamount";"installmentrate";"residencesince";"age";"numberofexsistingcredits";"numberofliablepeople";"gender";"creditworthy";"creditamout_per_month"
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"co-applicant";"car or other";"none";"rent";"skilled employee / official";"none";9;1980;2;2;19;2;1;"female";"Not Worthy";220.0
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"own";"unskilled - resident";"yes, registered under the customers name";24;1355;3;4;25;1;1;"female";"Not Worthy";56.458333333333336
"yes";"no checking account";"existing credits paid back duly till now";"education";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"bank";"own";"skilled employee / official";"yes, registered under the customers name";12;1393;4;4;47;3;2;"male";"Worthy";116.08333333333333
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"500 <= ... < 1000 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";24;1376;4;1;28;1;1;"female";"Worthy";57.333333333333336
"yes";"no checking account";"delay in paying off in the past";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";60;15653;2;4;21;2;1;"male";"Worthy";260.8833333333333
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"own";"skilled employee / official";"none";12;1493;4;3;34;1;2;"female";"Worthy";124.41666666666667
"yes";"< 0 Euro";"delay in paying off in the past";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"bank";"own";"skilled employee / official";"yes, registered under the customers name";42;4370;3;2;26;2;2;"male";"Not Worthy";104.04761904761905
"yes";"< 0 Euro";"existing credits paid back duly till now";"education";"... < 100 Euro";"unemployed";"none";"real estate";"none";"own";"unemployed/ unskilled - non-resident";"none";18;750;4;1;27;1;1;"female";"Not Worthy";41.666666666666664
"yes";"< 200 Euro";"existing credits paid back duly till now";"repairs";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"unskilled - resident";"none";15;1308;4;4;38;2;1;"male";"Worthy";87.2
"yes";"no checking account";"existing credits paid back duly till now";"education";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";15;4623;3;2;40;1;1;"male";"Not Worthy";308.2
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"guarantor";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;1851;4;2;33;2;1;"male";"Worthy";77.125
"yes";"< 0 Euro";"critical account/";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";18;1880;4;1;32;2;1;"male";"Worthy";104.44444444444444
"yes";"no checking account";"delay in paying off in the past";"business";"unknown/ no savings account";"... < 1 year";"none";"car or other";"none";"rent";"skilled employee / official";"yes, registered under the customers name";36;7980;4;4;27;2;1;"male";"Not Worthy";221.66666666666666
"yes";"< 0 Euro";"No credits taken";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"guarantor";"real estate";"none";"own";"skilled employee / official";"none";30;4583;2;2;32;2;1;"male";"Worthy";152.76666666666668
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";12;1386;2;2;26;1;1;"female";"Not Worthy";115.5
"yes";">= 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"unknown / no property";"bank";"for free";"skilled employee / official";"none";24;947;4;3;38;1;2;"male";"Not Worthy";39.458333333333336
"yes";"< 0 Euro";"existing credits paid back duly till now";"education";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"unskilled - resident";"none";12;684;4;4;40;1;2;"male";"Not Worthy";57.0
"yes";"< 0 Euro";"existing credits paid back duly till now";"education";"... < 100 Euro";"4 <= ... < 7 years";"none";"unknown / no property";"none";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";48;7476;4;1;50;1;1;"male";"Worthy";155.75
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";12;1922;4;2;37;1;1;"male";"Not Worthy";160.16666666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";".. >= 7 years";"co-applicant";"real estate";"none";"own";"skilled employee / official";"none";24;2303;4;1;45;1;1;"male";"Not Worthy";95.95833333333333
"yes";"< 200 Euro";"delay in paying off in the past";"car (new)";"100 <= ... < 500 Euro";".. >= 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;8086;2;4;42;4;1;"male";"Not Worthy";224.61111111111111
"yes";"no checking account";"critical account/";"car (used)";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2346;4;3;35;2;1;"male";"Worthy";97.75
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"unemployed";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";14;3973;1;4;22;1;1;"male";"Worthy";283.7857142857143
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"bank";"own";"unskilled - resident";"none";12;888;4;4;41;1;2;"male";"Not Worthy";74.0
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";"4 <= ... < 7 years";"none";"car or other";"stores";"own";"skilled employee / official";"yes, registered under the customers name";48;10222;4;3;37;1;1;"male";"Worthy";212.95833333333334
"yes";"< 200 Euro";"No credits taken";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";30;4221;2;1;28;2;1;"female";"Worthy";140.7
"yes";"< 200 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"none";"own";"skilled employee / official";"yes, registered under the customers name";18;6361;2;1;41;1;1;"male";"Worthy";353.3888888888889
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"rent";"skilled employee / official";"none";12;1297;3;4;23;1;1;"male";"Worthy";108.08333333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";12;900;4;2;23;1;1;"male";"Not Worthy";75.0
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"none";21;2241;4;2;50;2;1;"male";"Worthy";106.71428571428571
"yes";"< 200 Euro";"delay in paying off in the past";"furniture/equipment";"... < 100 Euro";"unemployed";"none";"building society savings agreement/ life insurance";"stores";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";6;1050;4;1;35;2;1;"male";"Worthy";175.0
"yes";">= 200 Euro";"critical account/";"education";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";6;1047;2;4;50;1;1;"female";"Worthy";174.5
"yes";"no checking account";"critical account/";"others";"... < 100 Euro";"unemployed";"co-applicant";"unknown / no property";"bank";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;6314;4;2;27;2;1;"male";"Worthy";263.0833333333333
"yes";"< 200 Euro";"all credits at this bank paid back duly";"furniture/equipment";".. >= 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"stores";"own";"skilled employee / official";"yes, registered under the customers name";30;3496;4;2;34;1;2;"male";"Worthy";116.53333333333333
"yes";"no checking account";"all credits at this bank paid back duly";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"stores";"own";"skilled employee / official";"none";48;3609;1;1;27;1;1;"female";"Worthy";75.1875
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"co-applicant";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";12;4843;3;4;43;2;1;"male";"Not Worthy";403.5833333333333
"yes";">= 200 Euro";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";30;3017;4;4;47;1;1;"male";"Worthy";100.56666666666666
"yes";"no checking account";"critical account/";"business";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"yes, registered under the customers name";24;4139;3;3;27;2;1;"male";"Worthy";172.45833333333334
"yes";"no checking account";"existing credits paid back duly till now";"business";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;5742;2;2;31;2;1;"male";"Worthy";159.5
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";60;10366;2;4;42;1;1;"male";"Worthy";172.76666666666668
"yes";"no checking account";"critical account/";"car (new)";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";6;2080;1;2;24;1;1;"male";"Worthy";346.6666666666667
"yes";"no checking account";"delay in paying off in the past";"business";"500 <= ... < 1000 Euro";"... < 1 year";"none";"real estate";"bank";"own";"unskilled - resident";"none";21;2580;4;2;41;1;2;"male";"Not Worthy";122.85714285714286
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";30;4530;4;4;26;1;1;"female";"Worthy";151.0
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;5150;4;4;33;1;1;"male";"Worthy";214.58333333333334
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";72;5595;2;2;24;1;1;"male";"Not Worthy";77.70833333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"real estate";"bank";"rent";"unskilled - resident";"none";24;2384;4;4;64;1;1;"male";"Worthy";99.33333333333333
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"none";18;1453;3;1;26;1;1;"female";"Worthy";80.72222222222223
"yes";"no checking account";"existing credits paid back duly till now";"education";"... < 100 Euro";"... < 1 year";"none";"unknown / no property";"none";"own";"skilled employee / official";"none";6;1538;1;2;56;1;1;"female";"Worthy";256.3333333333333
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";12;2279;4;4;37;1;1;"male";"Worthy";189.91666666666666
"yes";"no checking account";"delay in paying off in the past";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"bank";"own";"skilled employee / official";"none";15;1478;4;3;33;2;1;"male";"Worthy";98.53333333333333
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"... < 1 year";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";24;5103;3;3;47;3;1;"male";"Worthy";212.625
"yes";"< 200 Euro";"delay in paying off in the past";"business";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"yes, registered under the customers name";36;9857;1;3;31;2;2;"male";"Worthy";273.80555555555554
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";60;6527;4;4;34;1;2;"male";"Worthy";108.78333333333333
